Level,Status,Mode,Gender,Licence,Work,Family,Cars,Children,Adults,Income,Time.Auto,Time.Transit,Time.Active
Grad,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,3,Unknown,28.475309999999997,74.262186,181.46775
Grad,FT,Active,Female,1,"No, I don't work",Live with roommates,0,0,2,"Less than $ 30,000",3.4422599999999997,30.10613,27.606600000000004
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with roommates,1,0,4,Unknown,9.900758999999999,45.887638,110.07012
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,10,I donâ€™t know,11.34923,39.849031,65.27565
Grad,FT,Transit,Male,0,"Yes, I work part time (11-20 hours per week)",Live alone,0,0,1,Unknown,14.00681,58.21812900000001,93.22105499999999
Grad,FT,Auto,Female,1,"Yes, I work part time (21-30 hours per week)",Live alone,1,0,1,Unknown,63.771390000000004,101.69001,484.04625
Grad,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with partner,1,0,2,Unknown,23.92766,84.64806800000001,139.84294500000001
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,5,I donâ€™t know,38.36255,84.56743700000001,250.5978
UG,FT,Active,Male,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,3,Unknown,1.117177,20.195869,11.101709999999999
Grad,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,2,Unknown,3.068723,25.742024,23.927640000000004
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,2,I donâ€™t know,0.0,0.0,0.0
UG,FT,Transit,Male,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,3,Unknown,84.51201999999999,119.108149,725.0577
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,3,"$ 60,000 - 89,999",55.53103,124.98586200000001,539.59335
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,0,0,2,"$ 120,000 - 149,999",37.75333,85.681658,264.77729999999997
Grad,FT,Active,Female,1,"No, I don't work",Live with partner,1,0,2,"Less than $ 30,000",2.924953,24.128386,16.985265000000002
UG,PT,Transit,Female,0,"Yes, I work 31-40 hours per week",Live with family/parents,0,1,2,Unknown,10.52242,43.067991000000006,68.26956
UG,FT,Active,Male,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,2,"Less than $ 30,000",2.510406,26.944984,21.925545
UG,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,2,Unknown,4.289724,29.3483,30.6678
UG,FT,Transit,Female,0,"No, I don't work",Live with partner,1,0,2,I donâ€™t know,32.266729999999995,64.12449699999999,201.13604999999998
Grad,FT,Transit,Male,0,"No, I don't work",Live with roommates,0,0,2,Unknown,23.92766,84.64806800000001,139.84294500000001
UG,PT,Auto,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,5,"$ 90,000 - 119,999",27.486620000000002,127.99266999999999,306.85425
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,5,Unknown,3.068723,25.742024,23.927640000000004
UG,FT,Active,Female,1,"No, I don't work",Live alone,2,0,1,I donâ€™t know,2.924953,24.128386,16.985265000000002
Grad,FT,Active,Female,1,"Yes, I work part time (11-20 hours per week)",Live with partner,0,0,2,"Less than $ 30,000",2.924953,24.128386,16.985265000000002
Grad,FT,Active,Female,1,"No, I don't work",Live alone,0,0,1,Unknown,1.117177,20.195869,11.101709999999999
Grad,FT,Active,Female,1,"Yes, I work part time (<10 hours per week)",Live with roommates,1,0,2,"Less than $ 30,000",3.320328,31.447038,28.74147
Grad,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,1,0,4,Unknown,53.766040000000004,138.580759,396.2493
UG,FT,Auto,Female,1,"No, I don't work",Live with family/parents,2,0,5,Unknown,66.74959,155.16981,788.6408999999999
UG,PT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,2,Unknown,10.911489999999999,42.701539000000004,73.300215
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,3,Unknown,1.464106,25.325449,14.598600000000001
Grad,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,4,"$ 120,000 - 149,999",86.00294,169.58339999999995,608.30745
Grad,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,7,Unknown,2.141326,19.940688,19.27866
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,1,2,Unknown,37.965759999999996,83.66392499999998,271.24275
UG,FT,Auto,Female,1,"No, I don't work",Live with partner,2,0,2,"$ 90,000 - 119,999",10.33419,64.703866,119.88907499999999
Grad,FT,Active,Female,1,"No, I don't work",Live alone,1,0,1,"Less than $ 30,000",3.068723,25.742024,23.927640000000004
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with partner,0,0,2,Unknown,9.51093,33.826613,60.55161000000001
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,0,4,Unknown,31.051370000000002,79.432052,185.73030000000003
UG,FT,Active,Male,1,"Yes, I work part time (11-20 hours per week)",Live with partner,0,0,2,Unknown,4.289724,29.3483,30.6678
Grad,FT,Active,Female,1,"No, I don't work",Live with partner,0,0,2,Unknown,2.168042,23.855995999999998,19.46616
Grad,FT,Active,Male,0,"No, I don't work",Live with family/parents,1,1,1,"Less than $ 30,000",2.168042,23.855995999999998,19.46616
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,5,Unknown,32.266729999999995,64.12449699999999,201.13604999999998
UG,FT,Active,Other,0,"No, I don't work",Live with family/parents,2,0,5,"$ 30,000 - 59,999",3.156252,24.272578,32.93961
UG,PT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,4,"$ 60,000 - 89,999",36.500440000000005,71.47173199999999,230.3664
UG,FT,Auto,Female,0,"No, I don't work",Live with family/parents,2,0,3,Unknown,8.203051,59.663915,81.35937000000001
Grad,FT,Active,Male,0,"No, I don't work",Live with partner,0,1,2,I donâ€™t know,2.168042,23.855995999999998,19.46616
Grad,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live with partner,0,0,2,Unknown,25.43486,55.96229399999999,155.41545000000002
UG,FT,Active,Female,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,3,Unknown,1.710853,20.776487,15.946485
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,2,Unknown,3.892384,28.438384000000003,39.42108
UG,FT,Active,Male,0,"No, I don't work",Live with family/parents,1,0,3,Unknown,3.6716519999999995,32.570067,47.140125
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,2,0,6,I donâ€™t know,7.717772999999999,37.877319,75.9915
Grad,FT,Transit,Male,1,"No, I don't work",Live with family/parents,3,1,4,"$ 60,000 - 89,999",85.73293000000001,444.69444000000004,738.05625
UG,FT,Transit,Male,0,"No, I don't work",Live with roommates,0,1,1,"Less than $ 30,000",13.53559,50.490272999999995,88.17565499999999
UG,PT,Active,Male,1,"Yes, I work 31-40 hours per week",Live with roommates,0,0,3,"Less than $ 30,000",2.776623,26.813798,23.593725
Grad,FT,Active,Male,0,"No, I don't work",Live alone,0,0,1,Unknown,0.0,0.0,0.0
UG,FT,Auto,Female,1,"No, I don't work",Live with family/parents,3,0,5,Unknown,60.50011,131.6958,441.97515
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,1,1,3,Unknown,67.26546,94.500917,543.3199500000001
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,2,1,3,"Less than $ 30,000",81.44932,126.33692,547.95675
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,3,"Less than $ 30,000",3.5209309999999996,24.122092,29.256284999999995
UG,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,3,"Less than $ 30,000",3.068723,25.742024,23.927640000000004
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,5,Unknown,18.59695,89.885018,207.67245
UG,FT,Active,Male,0,"No, I don't work",Live with roommates,0,0,4,"$ 120,000 - 149,999",0.0,0.0,0.0
Grad,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,1,3,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,3,0,6,"$ 30,000 - 59,999",55.8685,76.637535,426.77685
UG,FT,Auto,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,3,Unknown,64.26103,155.37417,780.0062999999999
UG,FT,Transit,Female,0,"No, I don't work",Live with partner,1,0,2,Unknown,21.731370000000002,54.169909,122.763945
Grad,PT,Active,Female,1,"Yes, I work 31-40 hours per week",Live with partner,1,1,2,"$ 150,000 - 179,999",17.32677,50.267222,94.28902500000001
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,3,Unknown,34.58809,84.641678,217.785
UG,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live alone,0,0,1,Unknown,2.014925,20.126511999999998,15.20709
UG,FT,Transit,Female,1,"No, I don't work",Live alone,0,0,1,Unknown,18.94065,63.31730500000001,126.643125
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,5,"$ 30,000 - 59,999",81.39057,109.09151999999999,601.9401
UG,FT,Transit,Female,1,"No, I don't work",Live with roommates,0,0,8,Unknown,2.141326,19.940688,19.27866
Grad,FT,Transit,Female,1,"No, I don't work",Live with partner,1,0,2,Unknown,32.3888,80.910474,194.59395
Grad,PT,Auto,Female,1,"Yes, I work > 40 hours per week",Live with partner,2,0,2,Unknown,147.5697,503.13619000000006,1798.0965
UG,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,1,3,"$ 90,000 - 119,999",17.73139,85.08516900000002,184.94594999999998
UG,FT,Auto,Male,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,1,3,I donâ€™t know,0.0,0.0,0.0
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,0,4,"$ 240,000 +",10.29044,38.604215,105.431925
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,1,4,"Less than $ 30,000",50.342729999999996,81.12939300000001,367.83540000000005
UG,FT,Transit,Female,0,"No, I don't work",Live alone,1,0,1,Unknown,28.94005,96.981188,282.43485000000004
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,2,I donâ€™t know,2.924953,24.128386,16.985265000000002
Grad,FT,Auto,Female,1,"Yes, I work > 40 hours per week",Live with partner,2,0,2,"$ 30,000 - 59,999",77.89259,116.64865,553.10835
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,0,1,2,I donâ€™t know,9.779487,42.05254,150.3852
UG,FT,Active,Female,0,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,2,I donâ€™t know,2.845125,24.990155,27.043575
Grad,FT,Active,Female,1,"No, I don't work",Live with roommates,1,0,4,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,0,5,I donâ€™t know,58.9828,95.612422,367.35060000000004
Grad,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,4,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,3,Unknown,36.06367,96.418973,399.978
Grad,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,0,2,"$ 150,000 - 179,999",32.266729999999995,64.12449699999999,201.13604999999998
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,4,Unknown,6.854227000000001,30.943489000000003,61.511714999999995
UG,FT,Transit,Male,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,7,Unknown,23.7902,98.9388,204.6681
Grad,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,2,Unknown,9.51093,33.826613,60.55161000000001
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,4,"Less than $ 30,000",24.426679999999998,84.728938,313.84635
Grad,FT,Transit,Male,0,"No, I don't work",Live with roommates,0,1,3,Unknown,29.582459999999998,62.974813,181.27155000000002
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,0,3,I donâ€™t know,12.406260000000001,54.70485,123.498555
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,5,"$ 30,000 - 59,999",6.699872999999999,40.744312,74.513145
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,3,0,3,"Less than $ 30,000",92.08582,156.43551000000002,764.3997
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,1,0,3,Unknown,40.81969,82.02136300000002,269.724
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,6,I donâ€™t know,2.924953,24.128386,16.985265000000002
Grad,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,3,Unknown,35.95337,84.69884400000002,237.7227
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,2,0,3,Unknown,3.068723,25.742024,23.927640000000004
Grad,FT,Active,Female,1,"Yes, I work > 40 hours per week",Live with partner,1,0,2,"$ 240,000 +",4.788604,29.702709,45.37711499999999
Grad,FT,Active,Female,1,"No, I don't work",Live with roommates,0,0,3,"Less than $ 30,000",2.523888,24.493026999999998,28.469009999999997
UG,FT,Auto,Male,1,"No, I don't work",Live alone,1,0,1,"$ 240,000 +",2.595157,27.40234,23.805030000000002
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,0,0,3,"Less than $ 30,000",22.60608,67.353645,145.773885
UG,FT,Auto,Female,1,"No, I don't work",Live with family/parents,2,0,4,I donâ€™t know,12.406260000000001,54.70485,123.498555
UG,FT,Transit,Female,1,"No, I don't work",Live with roommates,0,0,2,Unknown,7.961721000000001,35.038115999999995,50.06562
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,4,"Less than $ 30,000",28.16262,64.88771700000001,155.1927
UG,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,3,I donâ€™t know,56.137,282.6829400000001,638.0179499999999
UG,FT,Auto,Female,1,"No, I don't work",Live with family/parents,2,1,5,Unknown,74.32300000000001,203.16606000000002,812.8235999999999
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,2,0,3,Unknown,54.07584,153.717328,406.04775
UG,FT,Auto,Male,1,"No, I don't work",Live with family/parents,2,1,2,"$ 120,000 - 149,999",15.61147,80.462867,143.55696
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,4,Unknown,77.24351999999999,341.527159,506.52285000000006
UG,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live with roommates,1,0,6,I donâ€™t know,18.94065,63.31730500000001,126.643125
UG,FT,Active,Female,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,2,Unknown,1.464106,25.325449,14.598600000000001
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,1,2,Unknown,34.672940000000004,71.795076,239.86229999999998
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,3,"$ 90,000 - 119,999",26.05789,81.247843,213.92954999999998
Grad,FT,Transit,Male,1,"No, I don't work",Live with family/parents,1,0,4,Unknown,39.79605,86.085925,274.46595
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,2,"Less than $ 30,000",13.89458,45.228945,89.40257999999999
Grad,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live alone,0,0,1,Unknown,14.36563,46.695114000000004,84.88808999999999
UG,FT,Transit,Female,1,"No, I don't work",Live with partner,1,3,2,Unknown,35.12897,83.90646699999998,218.91375
UG,FT,Auto,Female,1,"No, I don't work",Live with family/parents,2,0,4,"$ 60,000 - 89,999",23.20585,92.80499,205.5108
Grad,FT,Active,Female,0,"Yes, I work part time (11-20 hours per week)",Live with partner,0,0,2,"Less than $ 30,000",4.911077,31.749745,33.225285
Grad,FT,Transit,Male,1,"No, I don't work",Live with partner,1,0,2,"$ 30,000 - 59,999",21.731370000000002,54.169909,122.763945
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,0,0,3,"$ 60,000 - 89,999",32.47937,95.746207,216.3855
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live alone,0,0,1,Unknown,23.22107,81.50922,206.84475
UG,FT,Active,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,3,Unknown,3.068723,25.742024,23.927640000000004
Grad,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live with partner,1,0,2,"$ 240,000 +",4.289724,29.3483,30.6678
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,1,3,"$ 30,000 - 59,999",14.94475,65.686662,191.9748
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,4,"Less than $ 30,000",53.31296999999999,115.571646,357.56955000000005
UG,FT,Transit,Female,1,"Yes, I work part time (21-30 hours per week)",Live with family/parents,3,1,4,Unknown,51.42239,135.1668,521.19435
UG,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,2,I donâ€™t know,5.704483,36.318000000000005,56.28550500000001
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,0,3,I donâ€™t know,66.11488,119.7874,473.29560000000004
Grad,FT,Active,Male,0,"No, I don't work",Live with partner,0,0,2,"Less than $ 30,000",4.289724,29.3483,30.6678
Grad,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,3,Unknown,4.911077,31.749745,33.225285
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,0,3,"$ 30,000 - 59,999",44.92523,118.853559,330.73515
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,5,I donâ€™t know,83.08995,126.18112,601.55325
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,0,0,4,"Less than $ 30,000",85.28256,107.98156000000002,606.6633
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,4,Unknown,6.804342999999999,40.848542,88.014375
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,2,Unknown,2.845125,24.990155,27.043575
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,4,"$ 30,000 - 59,999",1.710853,20.776487,15.946485
UG,PT,Transit,Male,0,"No, I don't work",Live with family/parents,4,0,3,I donâ€™t know,94.60611999999999,161.77807,770.02065
UG,FT,Active,Male,1,"No, I don't work",Live with partner,1,0,2,"Less than $ 30,000",6.41246,36.009248,56.021294999999995
UG,FT,Transit,Female,0,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,4,Unknown,13.45041,64.176452,197.5872
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,3,"$ 30,000 - 59,999",29.32044,71.390656,166.19775
Grad,FT,Transit,Male,1,"No, I don't work",Live with partner,1,0,2,Unknown,32.138870000000004,64.417486,208.03875
UG,FT,Auto,Female,0,"No, I don't work",Live with family/parents,1,1,3,Unknown,53.67631,130.12506000000002,565.4381999999999
Grad,FT,Active,Male,1,"Yes, I work part time (<10 hours per week)",Live with roommates,0,0,2,"Less than $ 30,000",3.068723,25.742024,23.927640000000004
Grad,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,1,4,Unknown,80.75463,94.987998,586.4883000000001
UG,FT,Active,Female,0,"No, I don't work",Live with roommates,0,0,6,Unknown,1.117177,20.195869,11.101709999999999
UG,FT,Transit,Male,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,0,0,4,"$ 30,000 - 59,999",7.175169,35.198069,80.321865
UG,FT,Auto,Male,1,"Yes, I work part time (11-20 hours per week)",Live with roommates,1,0,4,I donâ€™t know,1.117177,20.195869,11.101709999999999
UG,FT,Active,Female,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,2,8,"Less than $ 30,000",1.117177,20.195869,11.101709999999999
Grad,FT,Active,Male,0,"Yes, I work part time (11-20 hours per week)",Live with roommates,0,0,3,I donâ€™t know,1.117177,20.195869,11.101709999999999
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,3,Unknown,60.50011,131.6958,441.97515
Grad,FT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,2,2,Unknown,94.51424,146.5517,754.91565
Grad,FT,Auto,Female,1,"No, I don't work",Live with family/parents,1,2,1,"$ 30,000 - 59,999",29.707390000000004,68.75461,171.6285
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,1,0,2,"$ 60,000 - 89,999",2.168042,23.855995999999998,19.46616
Grad,FT,Active,Male,1,"Yes, I work part time (11-20 hours per week)",Live with partner,0,0,2,"$ 90,000 - 119,999",17.27627,40.339529,90.411075
UG,PT,Active,Female,0,"Yes, I work part time (21-30 hours per week)",Live alone,0,0,1,Unknown,1.464106,25.325449,14.598600000000001
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,4,Unknown,0.0,0.0,0.0
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,6,Unknown,36.86589,89.723727,226.9317
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,1,0,3,Unknown,16.10213,35.075044,93.86652000000001
UG,FT,Active,Female,1,"No, I don't work",Live with roommates,0,0,2,I donâ€™t know,1.710853,20.776487,15.946485
Grad,FT,Active,Male,1,"No, I don't work",Live with partner,1,0,3,Unknown,9.644531,45.354856,60.67656
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,1,3,Unknown,42.58892,101.308793,438.7377
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,1,3,3,Unknown,36.44315,100.473908,308.15070000000003
UG,FT,Auto,Female,1,"No, I don't work",Live with family/parents,2,0,4,"$ 30,000 - 59,999",30.71704,105.190641,267.17384999999996
Grad,FT,Active,Male,1,"Yes, I work 31-40 hours per week",Live with partner,0,0,2,"$ 90,000 - 119,999",11.14976,53.00517600000001,80.79070499999999
Grad,FT,Transit,Female,1,"Yes, I work 31-40 hours per week",Live with partner,1,0,2,"$ 120,000 - 149,999",5.576192,29.470396,31.67763
Grad,FT,Auto,Female,1,"No, I don't work",Live with family/parents,3,0,3,Unknown,123.3128,238.23949,1135.00575
Grad,PT,Auto,Female,1,"Yes, I work 31-40 hours per week",Live alone,1,0,1,Unknown,44.36845,89.370525,308.32169999999996
UG,FT,Transit,Male,1,"No, I don't work",Live with family/parents,2,0,3,Unknown,48.68315,130.673341,333.97409999999996
Other,Other,Auto,Female,1,"No, I don't work",Live with family/parents,2,2,3,Unknown,0.0,0.0,0.0
Grad,FT,Transit,Female,1,"No, I don't work",Live with partner,2,0,2,Unknown,0.0,0.0,0.0
UG,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,3,"$ 180,000 - 209,999",1.710853,20.776487,15.946485
UG,FT,Transit,Female,1,"No, I don't work",Live with roommates,1,0,2,"Less than $ 30,000",5.477094,31.562409,49.51233
Grad,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,0,2,"$ 30,000 - 59,999",98.17000999999999,189.62828,795.3983999999999
Grad,FT,Transit,Male,1,"No, I don't work",Live alone,0,0,1,Unknown,15.07195,60.45844500000001,103.451175
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,0,0,1,"Less than $ 30,000",16.92415,79.940172,259.80764999999997
UG,FT,Transit,Female,1,"No, I don't work",Live with roommates,1,0,2,Unknown,13.929260000000001,42.383943,74.72320500000001
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,3,Unknown,28.95314,60.93231999999999,185.71215
UG,PT,Auto,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,3,0,8,Unknown,62.313390000000005,159.558423,362.5299
UG,PT,Transit,Male,0,"No, I don't work",Live with family/parents,1,0,3,"$ 60,000 - 89,999",75.64043000000001,203.26737,460.45590000000004
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,1,0,4,I donâ€™t know,44.54497,95.91998000000001,296.0691
UG,FT,Transit,Female,0,"No, I don't work",Live with family/parents,2,0,4,"$ 120,000 - 149,999",40.25282,138.0609,363.65385
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,0,4,Unknown,42.70467,112.93274199999999,327.56055
Other,Other,Active,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,1,0,2,Unknown,1.9141869999999999,23.859148,17.990325000000002
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,2,0,4,I donâ€™t know,18.63048,86.16102000000002,223.17030000000003
UG,FT,Auto,Male,1,"No, I don't work",Live with family/parents,2,1,2,Unknown,21.35107,119.230529,234.58545
UG,FT,Transit,Female,1,"No, I don't work",Live with family/parents,1,0,4,Unknown,3.956346,22.234316,48.82278000000001
Grad,FT,Active,Male,1,"No, I don't work",Live with roommates,1,0,3,"$ 30,000 - 59,999",18.8372,53.839890000000004,118.222185
UG,PT,Transit,Female,1,"Yes, I work > 40 hours per week",Live with partner,1,0,2,"$ 120,000 - 149,999",30.682709999999997,57.570345999999994,174.1962
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,2,Unknown,20.57048,77.241027,288.92205000000007
Grad,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,2,"Less than $ 30,000",1.049121,16.675728,10.491209999999999
UG,FT,Transit,Female,1,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,1,5,"$ 120,000 - 149,999",35.03658,86.366139,222.1536
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,1,4,I donâ€™t know,29.26424,58.554793999999994,168.21135
UG,FT,Auto,Male,1,"No, I don't work",Live with family/parents,2,1,4,Unknown,49.13236,183.91421,575.21625
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,2,1,5,I donâ€™t know,19.75626,84.95305400000002,185.55525
UG,FT,Transit,Female,1,"Yes, I work part time (11-20 hours per week)",Live with family/parents,2,1,3,Unknown,44.337559999999996,99.079861,326.17185000000006
UG,FT,Active,Male,1,"No, I don't work",Live with family/parents,1,0,4,Unknown,13.53396,48.425969,81.98245499999999
UG,FT,Transit,Female,0,"Yes, I work part time (<10 hours per week)",Live with family/parents,1,0,3,"$ 90,000 - 119,999",29.68266,56.56095,205.98915000000002
UG,FT,Transit,Female,0,"No, I don't work",Live with partner,1,0,2,"$ 30,000 - 59,999",28.05695,68.035251,157.33530000000002
UG,FT,Transit,Male,0,"No, I don't work",Live with family/parents,1,1,2,Unknown,2.634566,19.362205,21.82227
UG,FT,Active,Female,1,"Yes, I work part time (21-30 hours per week)",Live with roommates,3,0,4,I donâ€™t know,2.649222,20.927781,23.086634999999998
Grad,FT,Active,Male,1,"No, I don't work",Live with roommates,0,0,4,"$ 180,000 - 209,999",3.068723,25.742024,23.927640000000004
Grad,FT,Transit,Female,1,"No, I don't work",Live with roommates,0,0,3,Unknown,2.595157,27.40234,23.805030000000002
Grad,FT,Transit,Female,1,"No, I don't work",Live with partner,2,0,2,"$ 120,000 - 149,999",19.45782,61.83610900000001,141.66516000000001
UG,FT,Transit,Female,0,"Yes, I work part time (21-30 hours per week)",Live with family/parents,2,2,2,"$ 60,000 - 89,999",58.51306999999999,156.08578899999998,431.42310000000003
UG,FT,Active,Female,1,"No, I don't work",Live with partner,1,0,2,Unknown,2.776623,26.813798,23.593725
